path,username,direction,mood,sunglasses,direction_left,direction_right,direction_straight,direction_up,mood_angry,mood_happy,mood_neutral,mood_sad,sunglasses_on
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_straight_neutral_sunglasses.pgm,bpm,straight,neutral,sunglasses,0,0,1,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_up_sad_open.pgm,bpm,up,sad,open,0,0,0,1,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_left_happy_sunglasses.pgm,bpm,left,happy,sunglasses,1,0,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_left_neutral_sunglasses.pgm,bpm,left,neutral,sunglasses,1,0,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_up_neutral_sunglasses.pgm,bpm,up,neutral,sunglasses,0,0,0,1,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_up_sad_sunglasses.pgm,bpm,up,sad,sunglasses,0,0,0,1,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/bpm/bpm_right_sad_sunglasses.pgm,bpm,right,sad,sunglasses,0,1,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_happy_open.pgm,saavik,straight,happy,open,0,0,1,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_neutral_open.pgm,saavik,up,neutral,open,0,0,0,1,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_neutral_open.pgm,saavik,straight,neutral,open,0,0,1,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_angry_open.pgm,saavik,left,angry,open,1,0,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_sad_open.pgm,saavik,up,sad,open,0,0,0,1,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_neutral_sunglasses.pgm,saavik,up,neutral,sunglasses,0,0,0,1,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_sad_sunglasses.pgm,saavik,straight,sad,sunglasses,0,0,1,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_angry_sunglasses.pgm,saavik,up,angry,sunglasses,0,0,0,1,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_angry_sunglasses.pgm,saavik,straight,angry,sunglasses,0,0,1,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_happy_sunglasses.pgm,saavik,right,happy,sunglasses,0,1,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_neutral_sunglasses.pgm,saavik,left,neutral,sunglasses,1,0,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_neutral_sunglasses.pgm,saavik,straight,neutral,sunglasses,0,0,1,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_sad_open.pgm,saavik,right,sad,open,0,1,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_happy_open.pgm,saavik,right,happy,open,0,1,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_neutral_open.pgm,saavik,right,neutral,open,0,1,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_angry_open.pgm,saavik,up,angry,open,0,0,0,1,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_happy_open.pgm,saavik,left,happy,open,1,0,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_angry_open.pgm,saavik,right,angry,open,0,1,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_sad_sunglasses.pgm,saavik,left,sad,sunglasses,1,0,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_angry_sunglasses.pgm,saavik,right,angry,sunglasses,0,1,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_sad_sunglasses.pgm,saavik,up,sad,sunglasses,0,0,0,1,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_happy_sunglasses.pgm,saavik,up,happy,sunglasses,0,0,0,1,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_angry_sunglasses.pgm,saavik,left,angry,sunglasses,1,0,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_up_happy_open.pgm,saavik,up,happy,open,0,0,0,1,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_happy_sunglasses.pgm,saavik,straight,happy,sunglasses,0,0,1,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_sad_sunglasses.pgm,saavik,right,sad,sunglasses,0,1,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_angry_open.pgm,saavik,straight,angry,open,0,0,1,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_right_neutral_sunglasses.pgm,saavik,right,neutral,sunglasses,0,1,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_sad_open.pgm,saavik,left,sad,open,1,0,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_straight_sad_open.pgm,saavik,straight,sad,open,0,0,1,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_neutral_open.pgm,saavik,left,neutral,open,1,0,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/saavik/saavik_left_happy_sunglasses.pgm,saavik,left,happy,sunglasses,1,0,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_neutral_sunglasses.pgm,danieln,straight,neutral,sunglasses,0,0,1,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_neutral_open.pgm,danieln,right,neutral,open,0,1,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_neutral_open.pgm,danieln,up,neutral,open,0,0,0,1,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_neutral_sunglasses.pgm,danieln,right,neutral,sunglasses,0,1,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_sad_open.pgm,danieln,left,sad,open,1,0,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_happy_open.pgm,danieln,straight,happy,open,0,0,1,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_neutral_sunglasses.pgm,danieln,left,neutral,sunglasses,1,0,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_sad_sunglasses.pgm,danieln,left,sad,sunglasses,1,0,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_happy_open.pgm,danieln,right,happy,open,0,1,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_neutral_sunglasses.pgm,danieln,up,neutral,sunglasses,0,0,0,1,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_happy_open.pgm,danieln,up,happy,open,0,0,0,1,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_angry_open.pgm,danieln,straight,angry,open,0,0,1,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_sad_sunglasses.pgm,danieln,straight,sad,sunglasses,0,0,1,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_angry_open.pgm,danieln,left,angry,open,1,0,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_angry_sunglasses.pgm,danieln,left,angry,sunglasses,1,0,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_sad_open.pgm,danieln,right,sad,open,0,1,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_happy_sunglasses.pgm,danieln,left,happy,sunglasses,1,0,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_neutral_open.pgm,danieln,left,neutral,open,1,0,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_sad_sunglasses.pgm,danieln,up,sad,sunglasses,0,0,0,1,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_angry_sunglasses.pgm,danieln,straight,angry,sunglasses,0,0,1,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_angry_open.pgm,danieln,up,angry,open,0,0,0,1,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_sad_open.pgm,danieln,straight,sad,open,0,0,1,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_straight_neutral_open.pgm,danieln,straight,neutral,open,0,0,1,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_angry_sunglasses.pgm,danieln,up,angry,sunglasses,0,0,0,1,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_sad_open.pgm,danieln,up,sad,open,0,0,0,1,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_angry_open.pgm,danieln,right,angry,open,0,1,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_up_happy_sunglasses.pgm,danieln,up,happy,sunglasses,0,0,0,1,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_angry_sunglasses.pgm,danieln,right,angry,sunglasses,0,1,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_happy_sunglasses.pgm,danieln,right,happy,sunglasses,0,1,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_right_sad_sunglasses.pgm,danieln,right,sad,sunglasses,0,1,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/danieln/danieln_left_happy_open.pgm,danieln,left,happy,open,1,0,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_angry_sunglasses.pgm,kk49,right,angry,sunglasses,0,1,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_sad_open.pgm,kk49,up,sad,open,0,0,0,1,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_sad_sunglasses.pgm,kk49,right,sad,sunglasses,0,1,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_happy_sunglasses.pgm,kk49,left,happy,sunglasses,1,0,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_angry_open.pgm,kk49,straight,angry,open,0,0,1,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_sad_sunglasses.pgm,kk49,up,sad,sunglasses,0,0,0,1,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_neutral_sunglasses.pgm,kk49,up,neutral,sunglasses,0,0,0,1,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_happy_open.pgm,kk49,straight,happy,open,0,0,1,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_neutral_sunglasses.pgm,kk49,straight,neutral,sunglasses,0,0,1,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_happy_open.pgm,kk49,up,happy,open,0,0,0,1,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_angry_open.pgm,kk49,right,angry,open,0,1,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_angry_open.pgm,kk49,left,angry,open,1,0,0,0,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_neutral_open.pgm,kk49,left,neutral,open,1,0,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_neutral_sunglasses.pgm,kk49,right,neutral,sunglasses,0,1,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_sad_open.pgm,kk49,straight,sad,open,0,0,1,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_happy_sunglasses.pgm,kk49,straight,happy,sunglasses,0,0,1,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_angry_sunglasses.pgm,kk49,up,angry,sunglasses,0,0,0,1,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_sad_sunglasses.pgm,kk49,straight,sad,sunglasses,0,0,1,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_neutral_open.pgm,kk49,right,neutral,open,0,1,0,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_neutral_open.pgm,kk49,up,neutral,open,0,0,0,1,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_angry_sunglasses.pgm,kk49,left,angry,sunglasses,1,0,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_sad_sunglasses.pgm,kk49,left,sad,sunglasses,1,0,0,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_happy_sunglasses.pgm,kk49,right,happy,sunglasses,0,1,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_happy_sunglasses.pgm,kk49,up,happy,sunglasses,0,0,0,1,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_angry_sunglasses.pgm,kk49,straight,angry,sunglasses,0,0,1,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_happy_open.pgm,kk49,left,happy,open,1,0,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_up_angry_open.pgm,kk49,up,angry,open,0,0,0,1,1,0,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_straight_neutral_open.pgm,kk49,straight,neutral,open,0,0,1,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_happy_open.pgm,kk49,right,happy,open,0,1,0,0,0,1,0,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_sad_open.pgm,kk49,left,sad,open,1,0,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_left_neutral_sunglasses.pgm,kk49,left,neutral,sunglasses,1,0,0,0,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/kk49/kk49_right_sad_open.pgm,kk49,right,sad,open,0,1,0,0,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_left_angry_sunglasses.pgm,steffi,left,angry,sunglasses,1,0,0,0,1,0,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_up_neutral_sunglasses.pgm,steffi,up,neutral,sunglasses,0,0,0,1,0,0,1,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_straight_neutral_open.pgm,steffi,straight,neutral,open,0,0,1,0,0,0,1,0,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_straight_sad_sunglasses.pgm,steffi,straight,sad,sunglasses,0,0,1,0,0,0,0,1,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_up_sad_open.pgm,steffi,up,sad,open,0,0,0,1,0,0,0,1,0
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_left_happy_sunglasses.pgm,steffi,left,happy,sunglasses,1,0,0,0,0,1,0,0,1
/home/matt/Documents/MSEE/DTSA5509_Machine_Learning_I_Supervised_Learning/Final_Project/faces/steffi/steffi_left_neutral_sunglasses.pgm,steffi,left,neutral,sunglasses,1,0,0,0,0,0,1,0,1
